Name,Type,Species,Height,Weight,Abilities,Catch rate,Base Friendship,Base Exp.,Growth Rate,Gender,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed
Bouffalant,Normal,Bash Buffalo Pokémon,1.6 m (5′03″),94.6 kg (208.6 lbs),1. Reckless2. Sap SipperSoundproof (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),172,Medium Fast,"50% male, 50% female",95,110,95,40,95,55
Rufflet,Normal Flying,Eaglet Pokémon,0.5 m (1′08″),10.5 kg (23.1 lbs),1. Keen Eye2. Sheer ForceHustle (hidden ability),"190 (24.8% with PokéBall, full HP)",50 (normal),70,Slow,"100% male, 0% female",70,83,50,37,50,60
Braviary,Psychic Flying,Battle Cry Pokémon,1.7 m (5′07″),43.4 kg (95.7 lbs),Keen Eye Sheer Force Tinted Lens,"60 (7.8% with PokéBall, full HP)",50 (normal),179,Slow,"100% male, 0% female",110,83,70,112,70,65
Vullaby,Dark Flying,Diapered Pokémon,0.5 m (1′08″),9.0 kg (19.8 lbs),1. Big Pecks2. OvercoatWeak Armor (hidden ability),"190 (24.8% with PokéBall, full HP)",35 (lower than normal),74,Slow,"0% male, 100% female",70,55,75,45,65,60
Mandibuzz,Dark Flying,Bone Vulture Pokémon,1.2 m (3′11″),39.5 kg (87.1 lbs),1. Big Pecks2. OvercoatWeak Armor (hidden ability),"60 (7.8% with PokéBall, full HP)",35 (lower than normal),179,Slow,"0% male, 100% female",110,65,105,55,95,80
Heatmor,Fire,Anteater Pokémon,1.4 m (4′07″),58.0 kg (127.9 lbs),1. Gluttony2. Flash FireWhite Smoke (hidden ability),"90 (11.8% with PokéBall, full HP)",50 (normal),169,Medium Fast,"50% male, 50% female",85,97,66,105,66,65
Durant,Bug Steel,Iron Ant Pokémon,0.3 m (1′00″),33.0 kg (72.8 lbs),1. Swarm2. HustleTruant (hidden ability),"90 (11.8% with PokéBall, full HP)",50 (normal),169,Medium Fast,"50% male, 50% female",58,109,112,48,48,109
Deino,Dark Dragon,Irate Pokémon,0.8 m (2′07″),17.3 kg (38.1 lbs),1. Hustle,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),60,Slow,"50% male, 50% female",52,65,50,45,50,38
Zweilous,Dark Dragon,Hostile Pokémon,1.4 m (4′07″),50.0 kg (110.2 lbs),1. Hustle,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),147,Slow,"50% male, 50% female",72,85,70,65,70,58
Hydreigon,Dark Dragon,Brutal Pokémon,1.8 m (5′11″),160.0 kg (352.7 lbs),1. Levitate,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),300,Slow,"50% male, 50% female",92,105,90,125,90,98
Larvesta,Bug Fire,Torch Pokémon,1.1 m (3′07″),28.8 kg (63.5 lbs),1. Flame BodySwarm (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),72,Slow,"50% male, 50% female",55,85,55,50,55,60
Volcarona,Bug Fire,Sun Pokémon,1.6 m (5′03″),46.0 kg (101.4 lbs),1. Flame BodySwarm (hidden ability),"15 (2.0% with PokéBall, full HP)",50 (normal),275,Slow,"50% male, 50% female",85,60,65,135,105,100
Cobalion,Steel Fighting,Iron Will Pokémon,2.1 m (6′11″),250.0 kg (551.2 lbs),1. Justified,"3 (0.4% with PokéBall, full HP)",35 (lower than normal),261,Slow,Genderless,91,90,129,90,72,108
Terrakion,Rock Fighting,Cavern Pokémon,1.9 m (6′03″),260.0 kg (573.2 lbs),1. Justified,"3 (0.4% with PokéBall, full HP)",35 (lower than normal),261,Slow,Genderless,91,129,90,72,90,108
Virizion,Grass Fighting,Grassland Pokémon,2.0 m (6′07″),200.0 kg (440.9 lbs),1. Justified,"3 (0.4% with PokéBall, full HP)",35 (lower than normal),261,Slow,Genderless,91,90,72,90,129,108
Tornadus,Flying,Cyclone Pokémon,1.4 m (4′07″),63.0 kg (138.9 lbs),Regenerator,"3 (0.4% with PokéBall, full HP)",90 (higher than normal),290,Slow,"100% male, 0% female",79,100,80,110,90,121
Thundurus,Electric Flying,Bolt Strike Pokémon,3.0 m (9′10″),61.0 kg (134.5 lbs),Volt Absorb,"3 (0.4% with PokéBall, full HP)",90 (higher than normal),290,Slow,"100% male, 0% female",79,105,70,145,80,101
Reshiram,Dragon Fire,Vast White Pokémon,3.2 m (10′06″),330.0 kg (727.5 lbs),1. Turboblaze,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),306,Slow,Genderless,100,120,100,150,120,90
Zekrom,Dragon Electric,Deep Black Pokémon,2.9 m (9′06″),345.0 kg (760.6 lbs),1. Teravolt,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),306,Slow,Genderless,100,150,120,120,100,90
Landorus,Ground Flying,Abundance Pokémon,1.3 m (4′03″),68.0 kg (149.9 lbs),Intimidate,"3 (0.4% with PokéBall, full HP)",90 (higher than normal),300,Slow,"100% male, 0% female",89,145,90,105,80,91
Kyurem,Dragon Ice,Boundary Pokémon,3.3 m (10′10″),325.0 kg (716.5 lbs),Teravolt,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),315,Slow,Genderless,125,170,100,120,90,95
Keldeo,Water Fighting,Colt Pokémon,1.4 m (4′07″),48.5 kg (106.9 lbs),Justified,"3 (0.4% with PokéBall, full HP)",35 (lower than normal),261,Slow,Genderless,91,72,90,129,90,108
Meloetta,Normal Fighting,Melody Pokémon,0.6 m (2′00″),6.5 kg (14.3 lbs),Serene Grace,"3 (0.4% with PokéBall, full HP)",100 (higher than normal),300,Slow,Genderless,100,128,90,77,77,128
Genesect,Bug Steel,Paleozoic Pokémon,1.5 m (4′11″),82.5 kg (181.9 lbs),1. Download,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),270,Slow,Genderless,71,120,95,120,95,99
Chespin,Grass,Spiny Nut Pokémon,0.4 m (1′04″),9.0 kg (19.8 lbs),1. OvergrowBulletproof (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),63,Medium Slow,"87.5% male, 12.5% female",56,61,65,48,45,38
Quilladin,Grass,Spiny Armor Pokémon,0.7 m (2′04″),29.0 kg (63.9 lbs),1. OvergrowBulletproof (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),142,Medium Slow,"87.5% male, 12.5% female",61,78,95,56,58,57
Chesnaught,Grass Fighting,Spiny Armor Pokémon,1.6 m (5′03″),90.0 kg (198.4 lbs),1. OvergrowBulletproof (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),265,Medium Slow,"87.5% male, 12.5% female",88,107,122,74,75,64
Fennekin,Fire,Fox Pokémon,0.4 m (1′04″),9.4 kg (20.7 lbs),1. BlazeMagician (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),61,Medium Slow,"87.5% male, 12.5% female",40,45,40,62,60,60
Braixen,Fire,Fox Pokémon,1.0 m (3′03″),14.5 kg (32.0 lbs),1. BlazeMagician (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),143,Medium Slow,"87.5% male, 12.5% female",59,59,58,90,70,73
Delphox,Fire Psychic,Fox Pokémon,1.5 m (4′11″),39.0 kg (86.0 lbs),1. BlazeMagician (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),267,Medium Slow,"87.5% male, 12.5% female",75,69,72,114,100,104
Froakie,Water,Bubble Frog Pokémon,0.3 m (1′00″),7.0 kg (15.4 lbs),1. TorrentProtean (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),63,Medium Slow,"87.5% male, 12.5% female",41,56,40,62,44,71
Frogadier,Water,Bubble Frog Pokémon,0.6 m (2′00″),10.9 kg (24.0 lbs),1. TorrentProtean (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),142,Medium Slow,"87.5% male, 12.5% female",54,63,52,83,56,97
Greninja,Water Dark,Ninja Pokémon,1.5 m (4′11″),40.0 kg (88.2 lbs),Battle Bond,"45 (5.9% with PokéBall, full HP)",50 (normal),265,Medium Slow,"100% male, 0% female",72,145,67,153,71,132
Bunnelby,Normal,Digging Pokémon,0.4 m (1′04″),5.0 kg (11.0 lbs),1. Pickup2. Cheek PouchHuge Power (hidden ability),"255 (33.3% with PokéBall, full HP)",50 (normal),47,Medium Fast,"50% male, 50% female",38,36,38,32,36,57
Diggersby,Normal Ground,Digging Pokémon,1.0 m (3′03″),42.4 kg (93.5 lbs),1. Pickup2. Cheek PouchHuge Power (hidden ability),"127 (16.6% with PokéBall, full HP)",50 (normal),148,Medium Fast,"50% male, 50% female",85,56,77,50,77,78
Fletchling,Normal Flying,Tiny Robin Pokémon,0.3 m (1′00″),1.7 kg (3.7 lbs),1. Big PecksGale Wings (hidden ability),"255 (33.3% with PokéBall, full HP)",50 (normal),56,Medium Slow,"50% male, 50% female",45,50,43,40,38,62
Fletchinder,Fire Flying,Ember Pokémon,0.7 m (2′04″),16.0 kg (35.3 lbs),1. Flame BodyGale Wings (hidden ability),"120 (15.7% with PokéBall, full HP)",50 (normal),134,Medium Slow,"50% male, 50% female",62,73,55,56,52,84
Talonflame,Fire Flying,Scorching Pokémon,1.2 m (3′11″),24.5 kg (54.0 lbs),1. Flame BodyGale Wings (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),175,Medium Slow,"50% male, 50% female",78,81,71,74,69,126
Scatterbug,Bug,Scatterdust Pokémon,0.3 m (1′00″),2.5 kg (5.5 lbs),1. Shield Dust2. Compound EyesFriend Guard (hidden ability),"255 (33.3% with PokéBall, full HP)",50 (normal),40,Medium Fast,"50% male, 50% female",38,35,40,27,25,35
Spewpa,Bug,Scatterdust Pokémon,0.3 m (1′00″),8.4 kg (18.5 lbs),1. Shed SkinFriend Guard (hidden ability),"120 (15.7% with PokéBall, full HP)",50 (normal),75,Medium Fast,"50% male, 50% female",45,22,60,27,30,29
Vivillon,Bug Flying,Scale Pokémon,1.2 m (3′11″),17.0 kg (37.5 lbs),1. Shield Dust2. Compound EyesFriend Guard (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),206,Medium Fast,"50% male, 50% female",80,52,50,90,50,89
Litleo,Fire Normal,Lion Cub Pokémon,0.6 m (2′00″),13.5 kg (29.8 lbs),1. Rivalry2. UnnerveMoxie (hidden ability),"220 (28.8% with PokéBall, full HP)",50 (normal),74,Medium Slow,"12.5% male, 87.5% female",62,50,58,73,54,72
Pyroar,Fire Normal,Royal Pokémon,1.5 m (4′11″),81.5 kg (179.7 lbs),1. Rivalry2. UnnerveMoxie (hidden ability),"65 (8.5% with PokéBall, full HP)",50 (normal),177,Medium Slow,"12.5% male, 87.5% female",86,68,72,109,66,106
Floette,Fairy,Single Bloom Pokémon,0.2 m (0′08″),0.9 kg (2.0 lbs),1. Flower VeilSymbiosis (hidden ability),"120 (15.7% with PokéBall, full HP)",50 (normal),130,Medium Fast,"0% male, 100% female",54,45,47,75,98,52
Florges,Fairy,Garden Pokémon,1.1 m (3′07″),10.0 kg (22.0 lbs),1. Flower VeilSymbiosis (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),276,Medium Fast,"0% male, 100% female",78,65,68,112,154,75
Skiddo,Grass,Mount Pokémon,0.9 m (2′11″),31.0 kg (68.3 lbs),1. Sap SipperGrass Pelt (hidden ability),"200 (26.1% with PokéBall, full HP)",50 (normal),70,Medium Fast,"50% male, 50% female",66,65,48,62,57,52
Gogoat,Grass,Mount Pokémon,1.7 m (5′07″),91.0 kg (200.6 lbs),1. Sap SipperGrass Pelt (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),186,Medium Fast,"50% male, 50% female",123,100,62,97,81,68
Pancham,Fighting,Playful Pokémon,0.6 m (2′00″),8.0 kg (17.6 lbs),1. Iron Fist2. Mold BreakerScrappy (hidden ability),"220 (28.8% with PokéBall, full HP)",50 (normal),70,Medium Fast,"50% male, 50% female",67,82,62,46,48,43
Pangoro,Fighting Dark,Daunting Pokémon,2.1 m (6′11″),136.0 kg (299.8 lbs),1. Iron Fist2. Mold BreakerScrappy (hidden ability),"65 (8.5% with PokéBall, full HP)",50 (normal),173,Medium Fast,"50% male, 50% female",95,124,78,69,71,58
Furfrou,Normal,Poodle Pokémon,1.2 m (3′11″),28.0 kg (61.7 lbs),1. Fur Coat,"160 (20.9% with PokéBall, full HP)",50 (normal),165,Medium Fast,"50% male, 50% female",75,80,60,65,90,102
Espurr,Psychic,Restraint Pokémon,0.3 m (1′00″),3.5 kg (7.7 lbs),1. Keen Eye2. InfiltratorOwn Tempo (hidden ability),"190 (24.8% with PokéBall, full HP)",50 (normal),71,Medium Fast,"50% male, 50% female",62,48,54,63,60,68
Meowstic,Psychic,Constraint Pokémon,0.6 m (2′00″),8.5 kg (18.7 lbs),Keen Eye Infiltrator Competitive,"75 (9.8% with PokéBall, full HP)",50 (normal),163,Medium Fast,"0% male, 100% female",74,48,76,83,81,104
Honedge,Steel Ghost,Sword Pokémon,0.8 m (2′07″),2.0 kg (4.4 lbs),1. No Guard,"180 (23.5% with PokéBall, full HP)",50 (normal),65,Medium Fast,"50% male, 50% female",45,80,100,35,37,28
Doublade,Steel Ghost,Sword Pokémon,0.8 m (2′07″),4.5 kg (9.9 lbs),1. No Guard,"90 (11.8% with PokéBall, full HP)",50 (normal),157,Medium Fast,"50% male, 50% female",59,110,150,45,49,35
Aegislash,Steel Ghost,Royal Sword Pokémon,1.7 m (5′07″),53.0 kg (116.8 lbs),Stance Change,"45 (5.9% with PokéBall, full HP)",50 (normal),234,Medium Fast,"50% male, 50% female",60,140,50,140,50,60
Spritzee,Fairy,Perfume Pokémon,0.2 m (0′08″),0.5 kg (1.1 lbs),1. HealerAroma Veil (hidden ability),"200 (26.1% with PokéBall, full HP)",50 (normal),68,Medium Fast,"50% male, 50% female",78,52,60,63,65,23
Aromatisse,Fairy,Fragrance Pokémon,0.8 m (2′07″),15.5 kg (34.2 lbs),1. HealerAroma Veil (hidden ability),"140 (18.3% with PokéBall, full HP)",50 (normal),162,Medium Fast,"50% male, 50% female",101,72,72,99,89,29
Swirlix,Fairy,Cotton Candy Pokémon,0.4 m (1′04″),3.5 kg (7.7 lbs),1. Sweet VeilUnburden (hidden ability),"200 (26.1% with PokéBall, full HP)",50 (normal),68,Medium Fast,"50% male, 50% female",62,48,66,59,57,49
Slurpuff,Fairy,Meringue Pokémon,0.8 m (2′07″),5.0 kg (11.0 lbs),1. Sweet VeilUnburden (hidden ability),"140 (18.3% with PokéBall, full HP)",50 (normal),168,Medium Fast,"50% male, 50% female",82,80,86,85,75,72
Inkay,Dark Psychic,Revolving Pokémon,0.4 m (1′04″),3.5 kg (7.7 lbs),1. Contrary2. Suction CupsInfiltrator (hidden ability),"190 (24.8% with PokéBall, full HP)",50 (normal),58,Medium Fast,"50% male, 50% female",53,54,53,37,46,45
Malamar,Dark Psychic,Overturning Pokémon,1.5 m (4′11″),47.0 kg (103.6 lbs),1. Contrary2. Suction CupsInfiltrator (hidden ability),"80 (10.5% with PokéBall, full HP)",50 (normal),169,Medium Fast,"50% male, 50% female",86,92,88,68,75,73
Binacle,Rock Water,Two-Handed Pokémon,0.5 m (1′08″),31.0 kg (68.3 lbs),1. Sniper2. Tough ClawsPickpocket (hidden ability),"120 (15.7% with PokéBall, full HP)",50 (normal),61,Medium Fast,"50% male, 50% female",42,52,67,39,56,50
Barbaracle,Rock Water,Collective Pokémon,1.3 m (4′03″),96.0 kg (211.6 lbs),1. Sniper2. Tough ClawsPickpocket (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),175,Medium Fast,"50% male, 50% female",72,105,115,54,86,68
Skrelp,Poison Water,Mock Kelp Pokémon,0.5 m (1′08″),7.3 kg (16.1 lbs),1. Poison Point2. Poison TouchAdaptability (hidden ability),"225 (29.4% with PokéBall, full HP)",50 (normal),64,Medium Fast,"50% male, 50% female",50,60,60,60,60,30
Dragalge,Poison Dragon,Mock Kelp Pokémon,1.8 m (5′11″),81.5 kg (179.7 lbs),1. Poison Point2. Poison TouchAdaptability (hidden ability),"55 (7.2% with PokéBall, full HP)",50 (normal),173,Medium Fast,"50% male, 50% female",65,75,90,97,123,44
Clauncher,Water,Water Gun Pokémon,0.5 m (1′08″),8.3 kg (18.3 lbs),1. Mega Launcher,"225 (29.4% with PokéBall, full HP)",50 (normal),66,Slow,"50% male, 50% female",50,53,62,58,63,44
Clawitzer,Water,Howitzer Pokémon,1.3 m (4′03″),35.3 kg (77.8 lbs),1. Mega Launcher,"55 (7.2% with PokéBall, full HP)",50 (normal),100,Slow,"50% male, 50% female",71,73,88,120,89,59
Helioptile,Electric Normal,Generator Pokémon,0.5 m (1′08″),6.0 kg (13.2 lbs),1. Dry Skin2. Sand VeilSolar Power (hidden ability),"190 (24.8% with PokéBall, full HP)",50 (normal),58,Medium Fast,"50% male, 50% female",44,38,33,61,43,70
Heliolisk,Electric Normal,Generator Pokémon,1.0 m (3′03″),21.0 kg (46.3 lbs),1. Dry Skin2. Sand VeilSolar Power (hidden ability),"75 (9.8% with PokéBall, full HP)",50 (normal),168,Medium Fast,"50% male, 50% female",62,55,52,109,94,109
Tyrunt,Rock Dragon,Royal Heir Pokémon,0.8 m (2′07″),26.0 kg (57.3 lbs),1. Strong JawSturdy (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),72,Medium Fast,"87.5% male, 12.5% female",58,89,77,45,45,48
Tyrantrum,Rock Dragon,Despot Pokémon,2.5 m (8′02″),270.0 kg (595.2 lbs),1. Strong JawRock Head (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),182,Medium Fast,"87.5% male, 12.5% female",82,121,119,69,59,71
Amaura,Rock Ice,Tundra Pokémon,1.3 m (4′03″),25.2 kg (55.6 lbs),1. RefrigerateSnow Warning (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),72,Medium Fast,"87.5% male, 12.5% female",77,59,50,67,63,46
Aurorus,Rock Ice,Tundra Pokémon,2.7 m (8′10″),225.0 kg (496.0 lbs),1. RefrigerateSnow Warning (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),104,Medium Fast,"87.5% male, 12.5% female",123,77,72,99,92,58
Sylveon,Fairy,Intertwining Pokémon,1.0 m (3′03″),23.5 kg (51.8 lbs),1. Cute CharmPixilate (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),184,Medium Fast,"87.5% male, 12.5% female",95,65,65,110,130,60
Hawlucha,Fighting Flying,Wrestling Pokémon,0.8 m (2′07″),21.5 kg (47.4 lbs),1. Limber2. UnburdenMold Breaker (hidden ability),"100 (13.1% with PokéBall, full HP)",50 (normal),175,Medium Fast,"50% male, 50% female",78,92,75,74,63,118
Dedenne,Electric Fairy,Antenna Pokémon,0.2 m (0′08″),2.2 kg (4.9 lbs),1. Cheek Pouch2. PickupPlus (hidden ability),"180 (23.5% with PokéBall, full HP)",50 (normal),151,Medium Fast,"50% male, 50% female",67,58,57,81,67,101
Carbink,Rock Fairy,Jewel Pokémon,0.3 m (1′00″),5.7 kg (12.6 lbs),1. Clear BodySturdy (hidden ability),"60 (7.8% with PokéBall, full HP)",50 (normal),100,Slow,Genderless,50,50,150,50,150,50
Goomy,Dragon,Soft Tissue Pokémon,0.3 m (1′00″),2.8 kg (6.2 lbs),1. Sap Sipper2. HydrationGooey (hidden ability),"45 (5.9% with PokéBall, full HP)",35 (lower than normal),60,Slow,"50% male, 50% female",45,50,35,55,75,40
Sliggoo,Steel Dragon,Snail Pokémon,0.7 m (2′04″),68.5 kg (151.0 lbs),Sap Sipper Shell Armor Gooey,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),158,Slow,"50% male, 50% female",58,75,83,83,113,40
Goodra,Steel Dragon,Shell Bunker Pokémon,1.7 m (5′07″),334.1 kg (736.6 lbs),Sap Sipper Shell Armor Gooey,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),300,Slow,"50% male, 50% female",80,100,100,110,150,60
Klefki,Steel Fairy,Key Ring Pokémon,0.2 m (0′08″),3.0 kg (6.6 lbs),1. PranksterMagician (hidden ability),"75 (9.8% with PokéBall, full HP)",50 (normal),165,Fast,"50% male, 50% female",57,80,91,80,87,75
Phantump,Ghost Grass,Stump Pokémon,0.4 m (1′04″),7.0 kg (15.4 lbs),1. Natural Cure2. FriskHarvest (hidden ability),"120 (15.7% with PokéBall, full HP)",50 (normal),62,Medium Fast,"50% male, 50% female",43,70,48,50,60,38
Trevenant,Ghost Grass,Elder Tree Pokémon,1.5 m (4′11″),71.0 kg (156.5 lbs),1. Natural Cure2. FriskHarvest (hidden ability),"60 (7.8% with PokéBall, full HP)",50 (normal),166,Medium Fast,"50% male, 50% female",85,110,76,65,82,56
Pumpkaboo,Ghost Grass,Pumpkin Pokémon,0.8 m (2′07″),15.0 kg (33.1 lbs),Pickup Frisk Insomnia,"120 (15.7% with PokéBall, full HP)",50 (normal),67,Medium Fast,"50% male, 50% female",59,66,70,44,55,41
Gourgeist,Ghost Grass,Pumpkin Pokémon,1.7 m (5′07″),39.0 kg (86.0 lbs),Pickup Frisk Insomnia,"60 (7.8% with PokéBall, full HP)",50 (normal),173,Medium Fast,"50% male, 50% female",85,100,122,58,75,54
Bergmite,Ice,Ice Chunk Pokémon,1.0 m (3′03″),99.5 kg (219.4 lbs),1. Own Tempo2. Ice BodySturdy (hidden ability),"190 (24.8% with PokéBall, full HP)",50 (normal),61,Medium Fast,"50% male, 50% female",55,69,85,32,35,28
Avalugg,Ice Rock,Iceberg Pokémon,1.4 m (4′07″),262.4 kg (578.5 lbs),Strong Jaw Ice Body Sturdy,"55 (7.2% with PokéBall, full HP)",50 (normal),180,Medium Fast,"50% male, 50% female",95,127,184,34,36,38
Noibat,Flying Dragon,Sound Wave Pokémon,0.5 m (1′08″),8.0 kg (17.6 lbs),1. Frisk2. InfiltratorTelepathy (hidden ability),"190 (24.8% with PokéBall, full HP)",50 (normal),49,Medium Fast,"50% male, 50% female",40,30,35,45,40,55
Noivern,Flying Dragon,Sound Wave Pokémon,1.5 m (4′11″),85.0 kg (187.4 lbs),1. Frisk2. InfiltratorTelepathy (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),187,Medium Fast,"50% male, 50% female",85,70,80,97,80,123
Xerneas,Fairy,Life Pokémon,3.0 m (9′10″),215.0 kg (474.0 lbs),1. Fairy Aura,"45 (5.9% with PokéBall, full HP)",0 (lower than normal),306,Slow,Genderless,126,131,95,131,98,99
Yveltal,Dark Flying,Destruction Pokémon,5.8 m (19′00″),203.0 kg (447.5 lbs),1. Dark Aura,"45 (5.9% with PokéBall, full HP)",0 (lower than normal),306,Slow,Genderless,126,131,95,131,98,99
Zygarde,Dragon Ground,Order Pokémon,4.5 m (14′09″),610.0 kg (1344.8 lbs),Power Construct,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),319,Slow,Genderless,216,100,121,91,95,85
Diancie,Rock Fairy,Jewel Pokémon,1.1 m (3′07″),27.8 kg (61.3 lbs),Magic Bounce,"3 (0.4% with PokéBall, full HP)",50 (normal),315,Slow,Genderless,50,160,110,160,110,110
Hoopa,Psychic Dark,Djinn Pokémon,6.5 m (21′04″),490.0 kg (1080.3 lbs),Magician,"3 (0.4% with PokéBall, full HP)",50 (normal),340,Slow,Genderless,80,160,60,170,130,80
Volcanion,Fire Water,Steam Pokémon,1.7 m (5′07″),195.0 kg (429.9 lbs),1. Water Absorb,"3 (0.4% with PokéBall, full HP)",100 (higher than normal),300,Slow,Genderless,80,110,120,130,90,70
Rowlet,Grass Flying,Grass Quill Pokémon,0.3 m (1′00″),1.5 kg (3.3 lbs),1. OvergrowLong Reach (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),64,Medium Slow,"87.5% male, 12.5% female",68,55,55,50,50,42
Dartrix,Grass Flying,Blade Quill Pokémon,0.7 m (2′04″),16.0 kg (35.3 lbs),1. OvergrowLong Reach (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),147,Medium Slow,"87.5% male, 12.5% female",78,75,75,70,70,52
Decidueye,Grass Fighting,Arrow Quill Pokémon,1.6 m (5′03″),37.0 kg (81.6 lbs),Overgrow Scrappy,"45 (5.9% with PokéBall, full HP)",50 (normal),265,Medium Slow,"87.5% male, 12.5% female",88,112,80,95,95,60
Litten,Fire,Fire Cat Pokémon,0.4 m (1′04″),4.3 kg (9.5 lbs),1. BlazeIntimidate (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),64,Medium Slow,"87.5% male, 12.5% female",45,65,40,60,40,70
Torracat,Fire,Fire Cat Pokémon,0.7 m (2′04″),25.0 kg (55.1 lbs),1. BlazeIntimidate (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),147,Medium Slow,"87.5% male, 12.5% female",65,85,50,80,50,90
Incineroar,Fire Dark,Heel Pokémon,1.8 m (5′11″),83.0 kg (183.0 lbs),1. BlazeIntimidate (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),239,Medium Slow,"87.5% male, 12.5% female",95,115,90,80,90,60
Popplio,Water,Sea Lion Pokémon,0.4 m (1′04″),7.5 kg (16.5 lbs),1. TorrentLiquid Voice (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),64,Medium Slow,"87.5% male, 12.5% female",50,54,54,66,56,40
Brionne,Water,Pop Star Pokémon,0.6 m (2′00″),17.5 kg (38.6 lbs),1. TorrentLiquid Voice (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),147,Medium Slow,"87.5% male, 12.5% female",60,69,69,91,81,50
Primarina,Water Fairy,Soloist Pokémon,1.8 m (5′11″),44.0 kg (97.0 lbs),1. TorrentLiquid Voice (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),239,Medium Slow,"87.5% male, 12.5% female",80,74,74,126,116,60
Pikipek,Normal Flying,Woodpecker Pokémon,0.3 m (1′00″),1.2 kg (2.6 lbs),1. Keen Eye2. Skill LinkPickup (hidden ability),"255 (33.3% with PokéBall, full HP)",50 (normal),53,Medium Fast,"50% male, 50% female",35,75,30,30,30,65
Trumbeak,Normal Flying,Bugle Beak Pokémon,0.6 m (2′00″),14.8 kg (32.6 lbs),1. Keen Eye2. Skill LinkPickup (hidden ability),"120 (15.7% with PokéBall, full HP)",50 (normal),124,Medium Fast,"50% male, 50% female",55,85,50,40,50,75
Toucannon,Normal Flying,Cannon Pokémon,1.1 m (3′07″),26.0 kg (57.3 lbs),1. Keen Eye2. Skill LinkSheer Force (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),218,Medium Fast,"50% male, 50% female",80,120,75,75,75,60
Yungoos,Normal,Loitering Pokémon,0.4 m (1′04″),6.0 kg (13.2 lbs),1. Strong Jaw2. StakeoutAdaptability (hidden ability),"255 (33.3% with PokéBall, full HP)",50 (normal),51,Medium Fast,"50% male, 50% female",48,70,30,30,30,45
Gumshoos,Normal,Stakeout Pokémon,0.7 m (2′04″),14.2 kg (31.3 lbs),1. Strong Jaw2. StakeoutAdaptability (hidden ability),"127 (16.6% with PokéBall, full HP)",50 (normal),146,Medium Fast,"50% male, 50% female",88,110,60,55,60,45
Grubbin,Bug,Larva Pokémon,0.4 m (1′04″),4.4 kg (9.7 lbs),1. Swarm,"255 (33.3% with PokéBall, full HP)",50 (normal),60,Medium Fast,"50% male, 50% female",47,62,45,55,45,46
Charjabug,Bug Electric,Battery Pokémon,0.5 m (1′08″),10.5 kg (23.1 lbs),1. Battery,"120 (15.7% with PokéBall, full HP)",50 (normal),140,Medium Fast,"50% male, 50% female",57,82,95,55,75,36
Vikavolt,Bug Electric,Stag Beetle Pokémon,1.5 m (4′11″),45.0 kg (99.2 lbs),1. Levitate,"45 (5.9% with PokéBall, full HP)",50 (normal),225,Medium Fast,"50% male, 50% female",77,70,90,145,75,43
